"Superfamily","Family","Scientific Name","TVK","Rank","Red List Status","Red List Supporting Criteria","Synanthropically Present","Endemic","Category Change","National Rarity","Generational Time","% Population Change","Extent of Occurrence","Area of Occupancy","Hectad","Continuing Decline","Severely Fragmented","Presence England","Presence Scotland","Presence Wales","Rationale"
"Chrysidoidea","Bethylidae","Cephalonomia hammi: iso. Perkins: 1976","","Species","NA","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

This small wasp, which predates tree fungus beetles of the Cis genus, has only been recorded in Oxford. In 1918 A. Hamm found a female carrying a beetle larvae with 4 eggs eggs - these eggs hatched but no specimens have been found since."
"Chrysidoidea","Bethylidae","Cephalonomia tarsalis: iso. Perkins: 1976","","Species","NE","","true","false","Non-genuine","",1,"","","","","false","false","false","false","false","

The wasp Cephalonomia tarsalis parasitizes larvae of the “saw-toothed grain beetle” Oryzaephilus surinamensis, which feed on wheat grains. With the only records from Warehouses, it is regarded as a synanthropic colonist and has not been evaluated."
"Chrysidoidea","Bethylidae","Cephalonomia waterstoni: iso. Perkins: 1976","","Species","NE","","true","false","Non-genuine","",1,"","","","","false","false","false","false","false","

A wasp with records only from Warehouses. A parasite of beetle (Laemophloeus) larvae occurring in stored grain (see Finlayson, 1950). It is regarded as a synanthropic colonist and has not been evaluated."
"Chrysidoidea","Bethylidae","Epyris bilineatus: iso. Perkins: 1976","","Species","DD","A2bc
A3b
D2","false","false","Non-genuine","ID",1,0.0,11200.0,24.0,6.0,"false","false","true","false","false","Insufficient data were available to reach a supportable conclusion on the threat status for this taxon.

This bethyloid wasp is a predator on the larvae of Nocturnal Black Beetles (Tenebrionidae, Coleoptera), though nothing else is known of it's biology and ecology and there are only verified records for three locations in southern England (from Dorset to Surrey)."
"Chrysidoidea","Bethylidae","Epyris niger: iso. Perkins: 1976","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,0.0,40850.0,352.0,57.0,"true","false","true","false","false","The most threatening accepted population change estimate is 102.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (40,850 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (352 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Chrysidoidea","Bethylidae","Goniozus claripennis: iso. Perkins: 1976","","Species","LC","B1ab
B2ab
D2","false","false","Non-genuine","NR",1,0.0,18950.0,36.0,9.0,"true","false","true","false","false","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (18,950 km²) is below the 20,000 km² VU threshold for criterion B1 but does not satisfy sufficient subcriteria to reach a threat status, and the AoO (36 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Chrysidoidea","Bethylidae","Holepyris glabratus: iso. Else et al: 2016","","Species","NE","","true","false","Non-genuine","",1,"","","","","false","false","false","false","false","

Members of this genus of wasps (Bethylidae) are often used as Bio-control agents for storage pests. It is regarded as a synanthropic colonist and is therefore not evaluated."
"Chrysidoidea","Bethylidae","Holepyris sylvanidis: iso. Perkins: 1976","","Species","NE","","true","false","Non-genuine","",1,"","","","","false","false","false","false","false","

Members of this genus of wasps (Bethylidae) are often used as Bio-control agents for storage pests. It is regarded as a synanthropic colonist and is therefore not evaluated."
"Chrysidoidea","Bethylidae","Laelius femoralis: iso. Vikberg & Koponen: 2005","","Species","DD","A2bc
A3b
D2","false","false","Non-genuine","NR",1,0.0,1200.0,20.0,5.0,"false","false","true","false","false","Insufficient data were available to reach a supportable conclusion on the threat status for this taxon.

Although the biology of this species (a predator of dermestid beetles, Coleoptera) is better understood than it is for other bethyloid wasps, the paucity of records (Surrey, London, Berkshire and Kent) is unlikely to reflect the true distribution of the taxon. "
"Chrysidoidea","Bethylidae","Laelius pedatus: iso. Vikberg & Koponen: 2005","","Species","NE","","true","false","Non-genuine","",1,"","","","","false","false","false","false","false","

Although present in Continental Europe, this small wasp of the Bethylidae family is regarded as a synanthropic colonist and is therefore not evaluated."
"Chrysidoidea","Bethylidae","Plastanoxus chittendenii: iso. Perkins: 1976","","Species","RE","A2","false","false","Non-genuine","EX",1,"","","","","false","false","false","false","false","

In contrast to the two other synanthropic species of its genus recorded in GB, this small, bethylid wasp (thought to be associated with the Cis genus of tree-fungus beetles) can survive outdoors. The is proved by the sole record – from Erme Mouth, South Devon (Hamilton – in Perkins, 1976) from 1970. Bethylid wasps are very poor / weak fliers and vagrancy from mainland Europe to a river valley in a rural area of southwest England does not appear to be plausible – in addition, the other European records of this species are from Fenno-Scandia. This is the only GB record, and it is evaluated as RE."
"Chrysidoidea","Bethylidae","Plastanoxus munroi: iso. Perkins: 1976","","Species","NE","","true","false","Non-genuine","",1,"","","","","false","false","false","false","false","

A synanthropic colonist with previous records from Warehouses and therefore not assessed."
"Chrysidoidea","Bethylidae","Plastanoxus westwoodi: iso. Perkins: 1976","","Species","NE","","true","false","Non-genuine","",1,"","","","","false","false","false","false","false","

A synanthropic colonist with previous records from Granaries – not assessed."
"Chrysidoidea","Bethylidae","Pristocera depressa: iso. Perkins: 1976","","Species","NE","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

Only 1 male of this of this species (which is recorded reliably from continental Europe) is recorded from Shropshire, but details of the record (other than it being pre-1976) cannot be traced - with a lack of other records it is not evaluated."
"Chrysidoidea","Bethylidae","Pseudisobrachium subcyaneum: iso. Perkins: 1976","","Species","DD","A2bc
A3b
D2","false","false","Non-genuine","ID",1,0.0,1000.0,12.0,3.0,"false","false","true","false","false","Insufficient data were available to reach a supportable conclusion on the threat status for this taxon.

As with the majority of bethyloid wasps, the true distribution of the wasp is impossible to determine due to lack of detection and expertise in identification. There are old records from Dorset, Isle of Wight, Surrey and East Kent and the species has recently been recorded from South Essex but this does not provide a robust dataset."
"Chrysidoidea","Chrysididae","Chrysis angustula: iso. Paukkunen et al: 2015","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-7.0,232200.0,1988.0,339.0,"true","false","true","true","true","The most threatening accepted population change estimate is -7.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (232,200 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,988 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
